SamplingOperations_code,IBD_pred
S02058000_20160817,14.093964850409638
S02058990_20160920,17.78774348229876
S02059500_20070827,12.201018414440744
S02059500_20160810,13.201442078385085
S02059800_20150820,14.740947978546396
S02060100_20160817,19.962926034862928
S02060500_20110726,12.424999380962104
S02060500_20120730,11.823916523128753
S02060500_20160727,12.926642214235194
S02060750_20160727,12.809370335451106
S02061500_20090820,12.545896851892469
S02061500_20120716,15.237897193942498
S02061500_20160721,19.087147773898312
S02061500_20170810,16.326385893160086
S02061500_20190716,16.93079219538038
S02061970_20120716,18.824425062059596
S02061970_20160721,17.72346348486786
S02061970_20210812,18.54832334351408
S02063000_20100803,13.507628086822379
S02063000_20160721,16.007691824505912
S02063000_20200710,14.601022626236528
S02064000_20160721,14.692944464059508
S02064770_20140717,14.20108935858033
S02064770_20160721,16.01583481270198
S02065090_20080805,16.354620344851273
S02065090_20150723,16.078820273951578
S02065090_20160901,16.686045261357094
S02065090_20180801,18.327002890125957
S02065280_20160901,15.823018891272762
S02065500_20160812,18.445737334556625
S02066000_20140717,11.705663285517797
S02066000_20160812,14.083896703970316
S02066000_20180724,13.370952060480084
S02067000_20090806,14.29150519023921
S02067000_20110726,11.074854704861774
S02067000_20130716,12.036508707035162
S02067000_20160720,13.086780222302714
S02067150_20100728,12.628481045611247
S02067150_20160811,14.66003202006942
S02067400_20070830,13.347982981013999
S02067400_20080804,14.028880304881392
S02067400_20160812,14.822463153019086
S02067505_20210826,11.017190667750842
S02067600_20160812,10.95558496530803
S02067600_20200716,13.459650010519441
S02067800_20160902,13.185947411387476
S02068500_20160811,11.21455446811433
S02068500_20170808,12.96127931341343
S02068500_20210729,9.944689351499981
S02068790_20180724,14.191344356173227
S02068790_20210803,13.755285303817107
S02068800_20090728,9.042898601196729
S02068800_20160811,10.707562104820205
S02069100_20110726,9.494431049447261
S02069100_20160811,11.345562843283293
S02069100_20190703,11.303635971368895
S02069100_20200724,11.465814522635675
S02070000_20070829,10.827511103509252
S02070000_20140717,13.477497439150792
S02070000_20160811,11.311107498875305
